time,Brazil_culicoides_map
2015.52089433738,NA
2015.5651805813,NA
2015.60946682523,NA
2015.65375306915,NA
2015.69803931307,NA
2015.742325557,NA
2015.78661180092,NA
2015.83089804484,NA
2015.87518428876,NA
2015.91947053269,NA
2015.96375677661,NA
2016.00804302053,NA
2016.05232926446,NA
2016.09661550838,NA
2016.1409017523,NA
2016.18518799623,NA
2016.22947424015,NA
2016.27376048407,NA
2016.31804672799,NA
2016.36233297192,NA
2016.40661921584,NA
2016.45090545976,NA
2016.49519170369,NA
2016.53947794761,NA
2016.58376419153,NA
2016.62805043545,NA
2016.67233667938,NA
2016.7166229233,0.156000003218651
2016.76090916722,0.153666670123736
2016.80519541115,0.177666669090589
2016.84948165507,0.166000001132488
2016.89376789899,0.169400000572205
2016.93805414291,0.156000003218651
2016.98234038684,0.156000003218651
2017.02662663076,0.162500003973643
2017.07091287468,0.163750004023314
2017.11519911861,0.167400003969669
2017.15948536253,0.159900003671646
2017.20377160645,0.149000003933907
2017.24805785037,0.149000003933907
2017.2923440943,0.149000003933907
2017.33663033822,0.149000003933907
2017.38091658214,0.149000003933907
2017.42520282607,0.149000003933907
2017.46948906999,0.149000003933907
2017.51377531391,0.149000003933907
2017.55806155783,0.149000003933907
2017.60234780176,0.149000003933907
2017.64663404568,0.149000003933907
2017.6909202896,0.149000003933907
2017.73520653353,0.156000003218651
2017.77949277745,0.152500003576279
2017.82377902137,0.153666670123736
2017.8680652653,0.149000003933907
2017.91235150922,0.149000003933907
2017.95663775314,0.149000003933907
2018.00092399706,0.149000003933907
2018.04521024099,0.156000003218651
2018.08949648491,0.156000003218651
2018.13378272883,0.160200002789497
2018.17806897276,0.156000003218651
2018.22235521668,0.156000003218651
2018.2666414606,0.152500003576279
2018.31092770452,0.149000003933907
2018.35521394845,0.149000003933907
2018.39950019237,0.149000003933907
2018.44378643629,0.149000003933907
2018.48807268022,0.149000003933907
2018.53235892414,0.156000003218651
2018.57664516806,0.149000003933907
2018.62093141198,0.149000003933907
2018.66521765591,0.151333337028821
2018.70950389983,0.156000003218651
2018.75379014375,0.154833336671193
2018.79807638768,0.156000003218651
2018.8423626316,0.156000003218651
2018.88664887552,0.152500003576279
2018.93093511944,0.153375002555549
2018.97522136337,0.152500003576279
2019.01950760729,0.149000003933907
2019.06379385121,0.149000003933907
2019.10808009514,0.150750003755093
2019.15236633906,0.152500003576279
2019.19665258298,0.153666670123736
2019.24093882691,0.153666670123736
2019.28522507083,0.149000003933907
2019.32951131475,0.149000003933907
2019.37379755867,0.149000003933907
2019.4180838026,0.149000003933907
2019.46237004652,0.149000003933907
2019.50665629044,0.149000003933907
2019.55094253437,0.149000003933907
2019.59522877829,0.149000003933907
2019.63951502221,0.149000003933907
2019.68380126613,0.149000003933907
2019.72808751006,0.149000003933907
2019.77237375398,0.149000003933907
2019.8166599979,0.149000003933907
2019.86094624183,0.149000003933907
2019.90523248575,0.149000003933907
2019.94951872967,0.149000003933907
2019.99380497359,0.149000003933907
2020.03809121752,0.149000003933907
2020.08237746144,0.149000003933907
2020.12666370536,0.149000003933907
2020.17094994929,0.149000003933907
2020.21523619321,0.143500002721945
2020.25952243713,0.144600000977516
2020.30380868105,0.137666668122013
2020.34809492498,0.142600002884865
2020.3923811689,0.142964287261878
2020.43666741282,0.14583333581686
2020.48095365675,0.129399999976158
2020.52523990067,0.116400001943111
2020.56952614459,0.11160000115633
2020.61381238852,0.114500001538545
2020.65809863244,0.112950002029538
2020.70238487636,0.119750002399087
2020.74667112028,0.111200001835823
2020.79095736421,0.110750002786517
2020.83524360813,0.111000001430511
2020.87952985205,0.107500001788139
2020.92381609598,0.112125000916421
2020.9681023399,0.112550001777709
2021.01238858382,0.112300002202392
2021.05667482774,0.111250001937151
2021.10096107167,0.1126250019297
2021.14524731559,0.117652779755493
2021.18953355951,0.12080000191927
2021.23381980344,0.126475001499057
2021.27810604736,0.127666667724649
2021.32239229128,0.128446430500065
2021.3666785352,0.131250001490116
2021.41096477913,0.131550001725554
2021.45525102305,0.135000002384186
2021.49953726697,0.13620000295341
2021.5438235109,0.1324000030756
2021.58810975482,0.1324000030756
2021.63239599874,0.132450002928575
2021.67668224266,0.132000002389153
2021.72096848659,0.132650001533329
2021.76525473051,0.132033335417509
2021.80954097443,0.1324000030756
2021.85382721836,0.132000002389153
2021.89811346228,0.132366669012441
2021.9423997062,0.131000001728535
2021.98668595012,0.130750001097719
2022.03097219405,0.128694805764146
2022.07525843797,0.127805556688044
2022.11954468189,0.129687501117587
2022.16383092582,0.127675000578165
2022.20811716974,0.125402778128369
2022.25240341366,0.126979168090555
2022.29668965759,0.125750001519918
2022.34097590151,0.136300001293421
2022.38526214543,0.139800000935793
2022.42954838935,0.144875000230968
2022.47383463328,0.157000000029802
2022.5181208772,0.157000000029802
2022.56240712112,0.157999999821186
2022.60669336505,0.159799998998642
2022.65097960897,0.160999998450279
2022.69526585289,0.162499997764826
2022.73955209681,0.211989932016988
2022.78383834074,0.222578231596484
2022.82812458466,0.193182565284109
2022.87241082858,0.163357954836366
2022.91669707251,0.175896551871094
2022.96098331643,0.195999513316466
2023.00526956035,0.19062947251918
2023.04955580427,0.228274918582732
2023.0938420482,0.215192133872754
2023.13812829212,0.221675758826759
2023.18241453604,0.256754011094739
2023.22670077997,0.24091068179512
2023.27098702389,0.226343095460532
2023.31527326781,0.241302339996094
2023.35955951173,0.237277499539997
2023.40384575566,0.0961764701976885
2023.44813199958,0.140237963565246
2023.4924182435,0.171418477594852
2023.53670448743,0.211200000407795
2023.58099073135,0.284049245994538
2023.62527697527,0.325957541524004
2023.6695632192,0.370252746095942
2023.71384946312,0.385583919336225
2023.75813570704,0.389043015028431
2023.80242195096,0.44853439681705
2023.84670819489,0.542128499400692
2023.89099443881,0.588628886444482
2023.93528068273,0.570067110221331
2023.97956692666,0.528880403924488
2024.02385317058,0.396816064532304
2024.0681394145,0.333660309639412
2024.11242565842,0.340334055836704
2024.15671190235,0.269237502943922
2024.20099814627,0.282868954910013
2024.24528439019,0.292042497304974
2024.28957063412,0.286535819666662
2024.33385687804,0.189111109409067
